原路径,建议新路径,处理方式,迁移理由,是否需要建立索引,是否需要保留原始副本,是否可能破坏其他文件引用,分类置信度,备注
skills/writeimperial_v3_更新包/writeimperial_v3_update/patch/writeimperial_scale_v3.diff,skills/writeimperial_v3_更新包/writeimperial_v3_update/patch/writeimperial_scale_v3.diff,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/SKILL.md,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/SKILL.md,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial_v3_更新包/writeimperial_v3_update/CHANGELOG.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | skills/writeimperial_v3_更新包/writeimperial_v3_update/README.md
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/config/execution_scale_v3.json,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/config/execution_scale_v3.json,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial/SKILL.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | skills/writeimperial_v3_更新包/writeimperial_v3_update/patch/writeimperial_scale_v3.diff
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/config/execution_scale_v3.schema.json,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/config/execution_scale_v3.schema.json,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | skills/writeimperial_v3_更新包/writeimperial_v3_update/patch/writeimperial_scale_v3.diff | skills/writeimperial_v3_更新包/writeimperial_v3_update/给ChatGPT的修改指令.txt
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/references/edict_rules.md,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/references/edict_rules.md,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial/SKILL.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/CHANGELOG.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/references/target_scale_v3.md,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/references/target_scale_v3.md,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial/SKILL.md | skills/writeimperial/references/edict_rules.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/templates/quarterly_scale_feedback.json,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/templates/quarterly_scale_feedback.json,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial/SKILL.md | skills/writeimperial/references/target_scale_v3.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json
skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/tests/scale_examples.md,skills/writeimperial_v3_更新包/writeimperial_v3_update/replacement/skills/writeimperial/tests/scale_examples.md,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial/SKILL.md | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | skills/writeimperial_v3_更新包/writeimperial_v3_update/patch/writeimperial_scale_v3.diff
skills/writeimperial_v3_更新包/writeimperial_v3_update/给ChatGPT的修改指令.txt,skills/writeimperial_v3_更新包/writeimperial_v3_update/给ChatGPT的修改指令.txt,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | skills/writeimperial_v3_更新包/writeimperial_v3_update/README.md
uploads/20260729/163e2c52855f4dc9a173bd7e0f4d7143_天启七年冬季朝政纪要.md,90_原始资料/用户上传/20260729/163e2c52855f4dc9a173bd7e0f4d7143_天启七年冬季朝政纪要.md,git mv,推定为原始上传资料，状态为原始资料,是,是,是,0.98,完全重复: 大明档案/朝政纪要/天启年/天启七年冬季朝政纪要.md；引用示例: uploads/index.json
uploads/20260729/5c87a2313e6b42a19bd09f180b0933e6_天启7年秋诏书.md,90_原始资料/用户上传/20260729/5c87a2313e6b42a19bd09f180b0933e6_天启7年秋诏书.md,git mv,推定为原始上传资料，状态为原始资料,是,是,是,0.98,完全重复: 大明档案/朝政纪要/天启年/天启7年秋诏书.md；引用示例: uploads/index.json
uploads/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,90_原始资料/用户上传/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,git mv,推定为原始上传资料，状态为原始资料,是,是,是,0.98,完全重复: 大明档案/朝政纪要/天启年/天启七年·天下大势.md；引用示例: uploads/index.json
uploads/index.json,02_长期档案/制度国策/index.json,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.86,引用示例: skills/writeimperial/references/archive_map.md | web_app.py | 大明档案/战略方略/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md
web/app.js,web/app.js,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,否,0.99,
web/index.html,web/index.html,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: web_app.py
web/styles.css,web/styles.css,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: web/index.html | web_app.py
web_app.py,web_app.py,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,是,0.99,引用示例: web/app.js | 启动网页版.cmd
启动网页版.cmd,启动网页版.cmd,保留原位,推定为仓库程序/配置，状态为不适用,否,视引用决定,否,0.99,
大明档案/AI分析报告/崇祯八年冬季·天下兵马总览.md,01_季度回合/崇祯8年/冬/结案与快照原文/崇祯八年冬季·天下兵马总览.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: 大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md | 大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md
大明档案/README.md,02_长期档案/制度国策/README.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.86,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/制度规则/README.md,02_长期档案/制度国策/README.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯11年夏六阁六部九级军阶与密谍制度复核.md,02_长期档案/制度国策/崇祯11年夏六阁六部九级军阶与密谍制度复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/制度规则/崇祯九年春七项基础国策实施章程.md,02_长期档案/制度国策/崇祯九年春七项基础国策实施章程.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯九年春九品考察与事权分管优化方案.md,02_长期档案/制度国策/崇祯九年春九品考察与事权分管优化方案.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯九年春国家预警纠错与韧性建设国策章程.md,02_长期档案/制度国策/崇祯九年春国家预警纠错与韧性建设国策章程.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯十一年秋国策路线执行补录.md,02_长期档案/制度国策/崇祯十一年秋国策路线执行补录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/制度规则/崇祯十一年秋国策路线长期记忆.md,02_长期档案/制度国策/崇祯十一年秋国策路线长期记忆.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/制度规则/崇祯模拟器诏书撰写长期记忆.md,02_长期档案/制度国策/崇祯模拟器诏书撰写长期记忆.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: AGENTS.md | skills/writeimperial/MEMORY_PROTOCOL.md
大明档案/参谋笔记/个人战略笔记.md,99_待整理/大明档案/参谋笔记/个人战略笔记.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,是,0.94,引用示例: modules/knowledge_base.py | skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/参谋笔记/崇祯10年春方向草案——固朝续制安秦晋.md,01_季度回合/崇祯10年/春/御前密谈原文/崇祯10年春方向草案——固朝续制安秦晋.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: data/strategy/崇祯10年春方向草案.json
大明档案/参谋笔记/崇祯八年春季全局复盘.md,01_季度回合/崇祯8年/春/御前密谈原文/崇祯八年春季全局复盘.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/参谋笔记/崇祯八年秋季战略升级精炼方案.md,01_季度回合/崇祯8年/秋/御前密谈原文/崇祯八年秋季战略升级精炼方案.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/参谋笔记/长期记录.md,99_待整理/大明档案/参谋笔记/长期记录.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/国家态势/国家态势总览.md,02_长期档案/两京十三省/国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,完全重复: 大明档案/国家态势/崇祯9年春初期国家态势总览.md；引用示例: data/game_state.json | modules/knowledge_base.py | uploads/index.json
大明档案/国家态势/崇祯10年夏季军械库存.md,02_长期档案/军队军械/崇祯10年夏季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年夏季各省民心动乱财税面板补录.md,02_长期档案/两京十三省/崇祯10年夏季各省民心动乱财税面板补录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年夏季国家态势总览.md,02_长期档案/两京十三省/崇祯10年夏季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年春季军械库存.md,02_长期档案/军队军械/崇祯10年春季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年春季国家态势总览.md,02_长期档案/两京十三省/崇祯10年春季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年秋十五厂开垦移民与燧发枪三厂记录.md,02_长期档案/两京十三省/崇祯10年秋十五厂开垦移民与燧发枪三厂记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年秋季军械库存.md,02_长期档案/军队军械/崇祯10年秋季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯10年秋季国家态势总览.md,02_长期档案/两京十三省/崇祯10年秋季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年夏全国屯田鼠疫教育与地方政策.md,02_长期档案/两京十三省/崇祯11年夏全国屯田鼠疫教育与地方政策.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年夏季军械库存.md,02_长期档案/军队军械/崇祯11年夏季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年夏季国家态势总览.md,02_长期档案/两京十三省/崇祯11年夏季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年春三军九团三级军制编成.md,02_长期档案/两京十三省/崇祯11年春三军九团三级军制编成.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年春四总社运营与通货特科记录.md,02_长期档案/两京十三省/崇祯11年春四总社运营与通货特科记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年春季军械库存.md,02_长期档案/军队军械/崇祯11年春季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年春季国家态势总览.md,02_长期档案/两京十三省/崇祯11年春季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年秋三军九团十四万新编制计划.md,02_长期档案/两京十三省/崇祯11年秋三军九团十四万新编制计划.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯11年秋两京十三省建筑盘活与新建工程计划.md,02_长期档案/两京十三省/崇祯11年秋两京十三省建筑盘活与新建工程计划.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯7年冬国家态势复盘.md,01_季度回合/崇祯7年/冬/结案与快照原文/崇祯7年冬国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json
大明档案/国家态势/崇祯7年夏拟诏国家态势.md,02_长期档案/两京十三省/崇祯7年夏拟诏国家态势.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯7年春国家态势复盘.md,01_季度回合/崇祯7年/春/结案与快照原文/崇祯7年春国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯9年冬季军械库存.md,02_长期档案/军队军械/崇祯9年冬季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯9年冬季国家态势总览.md,02_长期档案/两京十三省/崇祯9年冬季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯9年夏季军械库存.md,02_长期档案/军队军械/崇祯9年夏季军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯9年夏季国家态势总览.md,02_长期档案/两京十三省/崇祯9年夏季国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/国家态势/崇祯9年春初期军械库存.md,02_长期档案/军队军械/崇祯9年春初期军械库存.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯9年春初期国家态势总览.md,02_长期档案/两京十三省/崇祯9年春初期国家态势总览.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,完全重复: 大明档案/国家态势/国家态势总览.md；引用示例: data/game_state.json | uploads/index.json | 大明档案/README.md
大明档案/国家态势/崇祯五年冬国家态势复盘.md,01_季度回合/崇祯5年/冬/结案与快照原文/崇祯五年冬国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯五年春国家面板截图识别.md,02_长期档案/两京十三省/崇祯五年春国家面板截图识别.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯五年秋国家态势复盘.md,01_季度回合/崇祯5年/秋/结案与快照原文/崇祯五年秋国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年冬国家态势复盘.md,01_季度回合/崇祯6年/冬/结案与快照原文/崇祯六年冬国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年冬拟诏国家态势.md,02_长期档案/两京十三省/崇祯六年冬拟诏国家态势.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年夏国家态势复盘.md,01_季度回合/崇祯6年/夏/结案与快照原文/崇祯六年夏国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年春国家态势复盘.md,01_季度回合/崇祯6年/春/结案与快照原文/崇祯六年春国家态势复盘.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年秋国家态势更新.md,02_长期档案/两京十三省/崇祯六年秋国家态势更新.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/国策路线/国策路线.md,01_季度回合/崇祯1年/春/御前密谈原文/国策路线.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/国策路线/崇祯11年夏四总社整改与秋季到期评估.md,01_季度回合/崇祯11年/夏/御前密谈原文/崇祯11年夏四总社整改与秋季到期评估.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,否,0.89,
大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md,01_季度回合/崇祯3年/春/御前密谈原文/README.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/国策路线/崇祯三年战略与制度国策文档包/上传说明.md,01_季度回合/崇祯3年/春/御前密谈原文/上传说明.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,否,0.89,
大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年至十一年三年十二季度总计划.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,近似重复: 大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md；引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/季度目标/README.md,01_季度回合/崇祯2年/春/御前密谈原文/README.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/季度目标/崇祯9年冬诏书强制提醒——全国民心不得低于40.md,01_季度回合/崇祯9年/冬/御前密谈原文/崇祯9年冬诏书强制提醒——全国民心不得低于40.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,否,0.89,
大明档案/季度目标/崇祯九年春诏书目标折损与季度验收Scale-v2.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春诏书目标折损与季度验收Scale-v2.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/季度目标/崇祯二年春季度目标与十六季危机倒计时.md,01_季度回合/崇祯2年/春/御前密谈原文/崇祯二年春季度目标与十六季危机倒计时.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/季度目标/README.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md
大明档案/密谈记录/崇祯7年春密谈总口径.md,01_季度回合/崇祯7年/春/御前密谈原文/崇祯7年春密谈总口径.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/密谈记录/崇祯9年冬前户部清理季度杂支密谈.md,01_季度回合/崇祯9年/冬/御前密谈原文/崇祯9年冬前户部清理季度杂支密谈.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,是,0.94,引用示例: data/strategy/崇祯9年冬财政杂支与全国民心拟诏约束.json
大明档案/密谈记录/崇祯9年秋三层军制改革密谈——兵部边军孙承宗卢象升.md,01_季度回合/崇祯9年/秋/御前密谈原文/崇祯9年秋三层军制改革密谈——兵部边军孙承宗卢象升.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/密谈记录/崇祯九年秋御前整饬兼差密谈话术.md,01_季度回合/崇祯9年/秋/御前密谈原文/崇祯九年秋御前整饬兼差密谈话术.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,否,0.94,
大明档案/密谈记录/崇祯九年陕西决战与防后金突击密谈话术.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年陕西决战与防后金突击密谈话术.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: data/game_state.json | uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯五年冬六臣密谈话术.md,01_季度回合/崇祯5年/冬/御前密谈原文/崇祯五年冬六臣密谈话术.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: data/strategy.json | uploads/index.json | 大明档案/国策路线/国策路线.md
大明档案/密谈记录/崇祯五年秋内政边防防疫密谈纪要.md,01_季度回合/崇祯5年/秋/御前密谈原文/崇祯五年秋内政边防防疫密谈纪要.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,是,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯六年秋六辅密谈话术.md,01_季度回合/崇祯6年/秋/御前密谈原文/崇祯六年秋六辅密谈话术.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年冬六派安抚与辽西坚壁清野密谈话术.md,01_季度回合/崇祯4年/冬/御前密谈原文/崇祯四年冬六派安抚与辽西坚壁清野密谈话术.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年夏六臣密谈话术与三成上考规则.md,01_季度回合/崇祯4年/夏/御前密谈原文/崇祯四年夏六臣密谈话术与三成上考规则.md,git mv,推定为御前密谈/思考过程，状态为草案,是,视引用决定,是,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年廷议.md,99_待整理/大明档案/密谈记录/崇祯四年廷议.md,git mv,推定为御前密谈/思考过程，状态为历史状态,是,视引用决定,否,0.94,
大明档案/年度国策/崇祯11年春至冬《举国兴商兴工兴农与军政改制一年总方针目标》.md,02_长期档案/制度国策/崇祯11年春至冬《举国兴商兴工兴农与军政改制一年总方针目标》.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/年度国策/崇祯11年春至冬《季度收益型举国兴业军政改制总计划》.md,02_长期档案/制度国策/崇祯11年春至冬《季度收益型举国兴业军政改制总计划》.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/年度国策/崇祯十一年秋国策路线复核.md,02_长期档案/制度国策/崇祯十一年秋国策路线复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: data/archive_manifest.json
大明档案/战争记录/崇祯10年夏辽阳夜袭东江恢复与四路靖乱记录.md,02_长期档案/军队军械/崇祯10年夏辽阳夜袭东江恢复与四路靖乱记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯10年春丁丑下城皮岛之战与四路靖乱记录.md,02_长期档案/军队军械/崇祯10年春丁丑下城皮岛之战与四路靖乱记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯10年秋铁岭鞍山夜袭记录.md,02_长期档案/军队军械/崇祯10年秋铁岭鞍山夜袭记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯11年夏辽东三路奇袭与三军整训记录.md,02_长期档案/军队军械/崇祯11年夏辽东三路奇袭与三军整训记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯11年春辽东两路春袭记录.md,02_长期档案/军队军械/崇祯11年春辽东两路春袭记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯9年冬援朝固藩与陕西结案记录.md,02_长期档案/军队军械/崇祯9年冬援朝固藩与陕西结案记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/崇祯9年夏陕西决战与北疆临战记录.md,02_长期档案/军队军械/崇祯9年夏陕西决战与北疆临战记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/战争记录/战争记录.md,02_长期档案/军队军械/战争记录.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,近似重复: 大明档案/皇帝日志/季度记录.md | 大明档案/财政报告/财政报告.md；引用示例: skills/writeimperial/references/archive_map.md
